"Total Parent 
Response Rate %",Total Teacher Response Rate %,Total Student Response Rate %,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,DBN,School Name
6.0,96.0,24.0,3.13,3.71,3.39,3.1,4.04,13K412,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM)
19.0,78.0,51.0,3.05,3.27,2.86,3.81,3.63,13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS"
24.0,79.0,70.0,2.54,3.05,2.44,3.06,3.41,13K430,BROOKLYN TECHNICAL HIGH SCHOOL
23.0,75.0,94.0,3.16,3.47,3.02,2.86,3.19,13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL
92.0,100.0,98.59101360205008,3.75,3.58,3.71,4.18,4.03,13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE
76.0,100.0,91.40858306796414,4.77,3.92,3.67,4.23,4.4,13K492,ACADEMY OF ARTS AND LETTERS
67.0,100.0,87.98371260124517,3.34,3.66,2.92,4.18,4.1,13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN
79.0,85.0,93.13364838124662,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.08,13K553,BROOKLYN ACADEMY HIGH SCHOOL
94.0,94.0,100.12231474240431,3.54,3.63,4.25,4.49,3.92,13K594,GOTHAM PROFESSIONAL ARTS ACADEMY
73.0,93.0,90.0,4.35,4.19,3.79,4.1,4.75,13K595,BEDFORD ACADEMY HIGH SCHOOL
100.0,93.0,100.89986407780862,3.65,4.17,4.05,4.44,4.17,13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
96.0,95.0,96.0,3.55,3.86,3.62,4.64,4.15,13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE
59.0,97.0,98.0,3.7,3.43,3.6,4.4,3.7,13K657,DOWNTOWN BROOKLYN YABC
82.0,97.0,96.3736118313432,3.52,4.15,4.35,3.89,3.97,13K670,BENJAMIN BANNEKER ACADEMY
100.0,88.0,102.97382806242,4.35,4.08,4.87,4.15,3.91,13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY"
75.0,82.0,95.0,3.71,3.86,3.84,3.73,3.66,13K691,FORT GREENE PREPARATORY ACADEMY
49.0,80.0,85.46459650951564,4.19,3.24,4.65,4.32,3.4,14K016,P.S. 016 LEONARD DUNKLY
83.0,96.0,94.24877940415523,4.68,4.63,4.17,4.66,4.33,14K017,P.S. 017 HENRY D. WOODWORTH
38.0,53.0,33.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.62,14K018,P.S. 018 EDWARD BUSH
75.0,90.0,90.23362661312643,4.73,4.57,4.0,4.49,4.55,14K023,P.S. 023 CARTER G. WOODSON
68.0,63.0,88.50841875680348,3.45,2.89,2.69,3.84,3.06,14K031,P.S. 031 SAMUEL F. DUPONT
82.0,100.0,92.77155864268693,4.25,4.84,3.87,4.49,4.7,14K034,P.S. 034 OLIVER H. PERRY
87.0,100.0,95.57400680285775,3.55,3.97,3.1,4.32,3.93,14K050,J.H.S. 050 JOHN D. WELLS
60.0,84.0,83.0,4.11,3.99,4.07,3.49,3.84,14K059,P.S. 059 WILLIAM FLOYD
98.0,100.0,98.66030155702342,4.95,4.52,4.06,4.91,4.62,14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL
100.0,100.0,103.19473982929757,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.44,14K084,P.S. 084 JOSE DE DIEGO
54.0,86.0,84.29898805909815,4.37,3.91,4.23,4.74,4.12,14K110,P.S. 110 THE MONITOR
23.0,82.0,93.0,4.12,2.89,4.86,2.48,3.64,14K120,P.S. 120 CARLOS TAPIA
21.0,85.0,67.0,4.04,3.72,3.95,3.66,4.04,14K126,JOHN ERICSSON MIDDLE SCHOOL 126
2.0,85.0,56.0,3.03,3.45,3.95,3.64,2.94,14K132,P.S. 132 THE CONSELYEA SCHOOL
24.0,88.0,63.0,3.34,3.22,2.69,4.32,3.87,14K147,P.S. 147 ISAAC REMSEN
28.0,81.0,60.0,2.94,2.79,3.72,3.26,2.45,14K157,P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY
19.0,84.0,68.0,4.58,4.34,3.59,4.21,4.43,14K196,P.S. 196 TEN EYCK
58.0,100.0,89.0,4.34,3.81,4.0,3.76,3.77,14K250,P.S. 250 GEORGE H. LINDSAY
28.0,100.0,84.0,4.35,3.92,3.63,4.08,4.27,14K257,P.S. 257 JOHN F. HYLAN
93.0,97.0,98.0,4.33,3.93,4.64,3.83,3.68,14K297,P.S. 297 ABRAHAM STOCKTON
54.0,89.0,97.0,3.59,3.7,3.75,3.83,3.75,14K318,I.S. 318 EUGENIO MARIA DE HOSTOS
19.0,100.0,84.0,3.64,3.88,3.51,4.07,4.19,14K319,P.S. 319
26.0,100.0,75.0,2.62,2.86,3.08,3.61,2.75,14K380,P.S. 380 JOHN WAYNE ELEMENTARY
73.0,97.0,83.0,3.43,3.95,3.57,1.85,2.64,14K414,BROOKLYN ARBOR ELEMENTARY SCHOOL
26.0,100.0,83.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.55,14K449,"BROOKLYN LATIN SCHOOL, THE"
53.0,59.0,82.37379800771342,3.02,3.18,3.01,4.01,3.5,14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY
38.0,39.0,76.45021226486313,3.18,3.79,3.71,4.4,3.55,14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS
48.0,71.0,80.79822435209162,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.24,14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY
43.0,100.0,79.18844316042929,2.99,2.99,1.95,3.84,3.66,14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY"
65.0,65.0,87.52725063173659,4.42,4.07,4.83,4.57,4.34,14K488,BROOKLYN PREPARATORY HIGH SCHOOL
73.0,100.0,92.58324391562212,3.36,3.02,3.12,4.01,3.44,14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN
44.0,68.0,80.25465843998789,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.81,14K561,WILLIAMSBURG PREPARATORY SCHOOL
66.0,100.0,94.0175524390715,4.16,2.45,4.86,4.49,3.2,14K577,CONSELYEA PREPARATORY SCHOOL
45.0,96.0,93.0,3.66,3.7,3.55,2.28,2.99,14K582,M.S. 582
73.0,86.0,91.91063734512555,4.44,3.53,3.96,4.4,3.7,14K586,LYONS COMMUNITY SCHOOL
36.0,80.0,95.0,4.53,4.51,4.54,3.5,3.68,14K610,AUTOMOTIVE HIGH SCHOOL
95.0,97.0,98.88327551611596,3.14,3.58,3.24,3.93,4.01,14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN
80.0,97.0,93.44173960404014,3.84,4.39,3.77,4.4,4.14,14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE
100.0,100.0,100.78322604415793,3.03,3.18,2.89,4.1,3.78,15K001,P.S. 001 THE BERGEN
63.0,100.0,87.92035838489839,4.2,4.7,4.09,4.4,4.19,15K010,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLOGY"
89.0,100.0,99.23178812615298,4.46,3.88,4.43,4.23,3.8,15K015,P.S. 015 PATRICK F. DALY
54.0,92.0,97.0,4.39,4.28,3.63,4.14,4.2,15K024,P.S. 024
49.0,85.0,81.62835641819498,4.85,4.54,4.89,4.66,4.86,15K029,P.S. 029 JOHN M. HARRIGAN
57.0,79.0,84.50430583303998,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.25,15K032,P.S. 032 SAMUEL MILLS SPROLE
85.0,73.0,97.86101626622803,3.31,3.3,3.77,3.89,2.84,15K038,P.S. 038 THE PACIFIC
100.0,100.0,101.51620185580042,4.74,4.66,4.79,4.49,4.5,15K039,P.S. 039 HENRY BRISTOW
49.0,100.0,84.78914632965775,3.83,3.99,4.73,4.32,4.19,15K051,M.S. 51 WILLIAM ALEXANDER
57.0,100.0,86.72655563647388,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.93,15K058,P.S. 058 THE CARROLL
60.0,100.0,90.11467446373035,3.38,2.47,4.18,4.32,3.48,15K088,J.H.S. 088 PETER ROUGET
51.0,55.0,80.5542132954847,4.81,4.76,4.94,4.66,4.77,15K094,P.S. 094 THE HENRY LONGFELLOW
56.0,96.0,88.96064964769576,4.08,3.02,4.06,4.4,2.96,15K107,P.S. 107 JOHN W. KIMBALL
15.0,100.0,52.0,4.4,4.26,4.11,4.25,4.61,15K118,THE MAURICE SENDAK COMMUNITY SCHOOL
66.0,100.0,95.0,3.66,4.21,3.75,3.57,3.57,15K124,P.S. 124 SILAS B. DUTCHER
42.0,73.0,94.0,4.08,3.58,4.31,3.3,3.85,15K130,P.S. 130 THE PARKSIDE
48.0,73.0,97.0,4.35,3.75,4.7,3.16,3.69,15K131,P.S. 131 BROOKLYN
73.0,100.0,99.0,4.17,3.7,4.18,3.89,3.99,15K136,I.S. 136 CHARLES O. DEWEY
28.0,84.0,73.0,4.36,3.75,4.17,4.15,3.8,15K146,"THE BROOKLYN NEW SCHOOL, P.S. 146"
24.0,91.0,76.0,3.66,1.92,4.34,2.17,2.15,15K154,THE WINDSOR TERRACE SCHOOL
17.0,67.0,80.0,3.13,3.26,3.89,2.87,3.04,15K169,P.S. 169 SUNSET PARK
39.0,93.0,82.0,3.82,3.76,3.78,3.16,3.41,15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE
66.0,93.0,88.84173732147178,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.17,15K230,P.S. 230 DORIS L. COHEN
30.0,83.0,54.0,3.4,3.43,3.95,4.42,2.97,15K261,P.S. 261 PHILIP LIVINGSTON
57.0,94.0,42.0,3.61,3.55,3.07,2.24,3.3,15K295,P.S. 295
43.0,77.0,57.0,3.6,3.39,3.36,3.07,3.92,15K321,P.S. 321 WILLIAM PENN
23.0,94.0,92.0,4.19,4.03,3.63,4.17,4.1,15K418,P.S. 372 -THE CHILDREN'S SCHOOL
28.0,89.0,73.0,2.89,3.5,3.21,3.32,2.87,15K423,BROOKLYN FRONTIERS HIGH SCHOOL
100.0,71.0,100.79484929255582,3.12,2.46,2.27,2.51,3.05,15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL
54.0,97.0,87.0,4.67,4.25,4.15,3.66,4.46,15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION
38.0,93.0,48.0,4.62,4.7,3.61,4.07,4.35,15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS
32.0,95.0,81.0,3.23,3.2,3.26,2.52,3.99,15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL
40.0,100.0,88.0,3.63,3.55,3.77,3.74,3.57,15K448,BROOKLYN COLLABORATIVE STUDIES
58.0,78.0,88.97768253681298,2.41,1.87,3.0,3.84,2.43,15K462,JOHN JAY SCHOOL FOR LAW
61.0,100.0,90.29234179798108,3.95,3.97,3.85,3.67,3.13,15K464,PARK SLOPE COLLEGIATE
59.0,87.0,86.15643751621332,3.76,3.98,4.35,4.66,4.3,15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES
82.0,100.0,96.36279838321275,3.31,4.04,3.17,4.23,3.01,15K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL
92.0,100.0,99.0,4.02,4.8,4.17,4.69,4.43,15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES
31.0,97.0,73.95605818823941,4.04,4.33,3.3,4.32,4.6,15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL
47.0,100.0,99.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,2.95,15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY
80.0,97.0,92.90555844739994,3.42,3.42,2.26,3.67,3.52,15K656,BROOKLYN HIGH SCHOOL OF THE ARTS
53.0,62.0,81.02749687326545,3.63,3.17,2.63,3.79,3.79,15K667,SUNSET PARK HIGH SCHOOL
55.0,94.0,85.176390832091,3.63,3.6,3.52,4.35,3.79,15K676,RED HOOK NEIGHBORHOOD SCHOOL
73.0,100.0,100.0,4.47,4.62,4.72,4.15,4.31,15K684,MILLENNIUM BROOKLYN HS
71.0,50.0,94.0,3.2,3.36,2.96,3.42,3.44,15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL
66.0,100.0,90.3411445990648,3.13,3.24,3.02,4.32,3.16,15K821,SUNSET PARK PREP
58.0,96.0,84.41419043156472,3.62,3.51,2.51,3.84,3.89,15K839,M.S. 839
49.0,83.0,82.66887807009378,4.35,3.88,3.99,3.98,4.01,16K005,P.S. 005 DR. RONALD MCNAIR
75.0,85.0,90.78907011901325,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.45,16K021,P.S. 021 CRISPUS ATTUCKS
10.0,94.0,62.0,3.85,4.02,3.06,3.64,3.62,16K025,P.S. 025 EUBIE BLAKE SCHOOL
54.0,58.0,96.0,3.54,3.42,3.74,4.36,4.11,16K026,P.S. 026 JESSE OWENS
53.0,100.0,85.0,3.21,3.1,2.67,3.62,4.12,16K028,P.S. 028 THE WARREN PREP ACADEMY
15.0,100.0,94.0,2.3,2.82,2.6,3.91,2.59,16K035,M.S. 035 STEPHEN DECATUR
19.0,72.0,42.0,3.83,4.08,3.82,4.83,4.76,16K040,P.S. 040 GEORGE W. CARVER
61.0,83.0,98.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.3,16K057,J.H.S. 057 WHITELAW REID
44.0,89.0,84.06923820418514,4.25,3.66,4.65,3.64,3.61,16K081,P.S. 081 THADDEUS STEVENS
47.0,55.0,80.96759424076697,3.83,3.62,3.44,3.08,3.56,16K243,P.S. 243K- THE WEEKSVILLE SCHOOL
42.0,52.0,83.0,2.73,3.38,3.81,3.26,2.86,16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL
94.0,100.0,99.9527084189719,3.38,3.48,2.67,3.25,3.23,16K267,"M.S. 267 MATH, SCIENCE & TECHNOLOGY"
45.0,60.0,77.27639294860097,3.43,3.36,2.39,3.76,3.9,16K308,P.S. 308 CLARA CARDWELL
59.0,86.0,78.0,3.4,3.58,3.36,4.06,4.01,16K309,P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY
48.0,96.0,92.0,3.93,4.26,4.93,4.49,4.45,16K335,P.S. 335 GRANVILLE T. WOODS
39.0,75.0,75.99280753629004,3.47,3.65,2.83,4.18,4.16,16K455,BOYS AND GIRLS HIGH SCHOOL
38.0,51.0,90.0,2.88,3.16,2.75,3.16,3.44,16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY
62.0,92.0,95.0,3.83,3.62,3.75,3.72,4.01,16K627,BRIGHTER CHOICE COMMUNITY SCHOOL
58.0,100.0,86.06597424950186,3.89,4.66,4.2,4.23,4.41,16K628,BROOKLYN BROWNSTONE SCHOOL
68.0,58.0,83.96567814593342,3.61,3.76,2.42,4.01,4.29,16K669,RESEARCH AND SERVICE HIGH SCHOOL
65.0,64.0,88.7993269679386,4.08,3.63,4.41,4.06,3.72,16K681,MADIBA PREP MIDDLE SCHOOL
50.0,91.0,90.0,3.41,3.4,3.25,2.55,3.55,16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE
94.0,76.0,99.56990697193407,4.63,4.06,4.71,3.98,3.98,16K765,NELSON MANDELA HIGH SCHOOL
45.0,85.0,82.13489932569655,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.66,16K959,BOYS AND GIRLS YABC
48.0,94.0,92.0,3.12,3.28,3.54,3.48,3.29,17K002,PARKSIDE PREPARATORY ACADEMY
98.0,100.0,98.0,3.29,3.14,3.26,3.86,3.01,17K006,NORMA ADAMS CLEMONS ACADEMY
44.0,63.0,99.0,3.7,3.83,3.45,3.91,3.82,17K012,DR. JACQUELINE PEEK-DAVIS SCHOOL
96.0,97.0,99.0,4.63,4.57,4.95,4.55,4.57,17K061,M.S. 061 DR. GLADSTONE H. ATWELL
51.0,91.0,85.20918426128101,3.47,3.46,3.22,3.5,3.17,17K091,P.S. 091 THE ALBANY AVENUE SCHOOL
7.0,100.0,91.0,4.08,3.56,3.08,2.94,3.05,17K092,P.S. 092 ADRIAN HEGEMAN
53.0,100.0,96.0,3.22,3.73,2.89,3.25,4.22,17K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH)
78.0,89.0,93.52943715589662,3.94,3.98,4.2,4.32,4.05,17K138,P.S. 138 BROOKLYN
72.0,87.0,90.40313051752383,4.36,4.17,4.07,3.98,4.3,17K161,P.S. 161 THE CROWN
65.0,100.0,88.68113780940911,3.87,4.33,2.78,3.42,3.46,17K181,P.S. 181 BROOKLYN
84.0,100.0,95.0,3.5,3.61,2.94,2.84,3.89,17K189,P.S. 189 THE BILINGUAL CENTER
46.0,100.0,92.0,4.99,4.33,3.87,4.63,4.91,17K191,P.S. 191 PAUL ROBESON
18.0,77.0,71.0,4.25,4.02,4.4,4.65,4.1,17K221,P.S. 221 TOUSSAINT L'OUVERTURE
67.0,100.0,88.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,2.66,17K241,P.S. 241 EMMA L. JOHNSTON
51.0,93.0,97.0,3.57,3.6,3.49,3.08,3.58,17K246,M.S. 246 WALT WHITMAN
62.0,98.0,83.34377711617178,4.41,3.94,2.8,4.52,4.81,17K249,P.S. 249 THE CATON
39.0,92.0,70.0,4.41,4.09,3.83,3.89,3.92,17K289,P.S. 289 GEORGE V. BROWER
35.0,96.0,50.0,3.51,3.4,3.15,4.27,3.26,17K316,P.S. 316 ELIJAH STROUD
87.0,82.0,93.0,4.69,4.49,4.23,4.85,4.38,17K340,I.S. 340
42.0,82.0,84.0,2.96,3.65,3.56,3.71,3.87,17K352,EBBETS FIELD MIDDLE SCHOOL
46.0,95.0,88.0,3.09,3.42,3.05,3.22,3.49,17K353,ELIJAH STROUD MIDDLE SCHOOL
11.0,83.0,81.0,3.73,3.99,3.09,2.65,3.53,17K354,THE SCHOOL OF INTEGRATED LEARNING
36.0,100.0,82.0,3.52,2.5,3.1,3.72,2.69,17K375,P.S. 375 JACKIE ROBINSON SCHOOL
54.0,19.0,38.0,3.67238184079602,3.6148569651741296,3.69,4.57,3.42,17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL
23.0,89.0,75.0,3.28,3.4,2.49,2.79,2.86,17K394,M.S. K394
13.0,92.0,50.0,2.6,3.44,2.78,3.56,3.67,17K397,P.S. 397 FOSTER-LAURIE
64.0,96.0,89.28705413015061,3.2,3.28,2.96,4.23,3.15,17K398,P.S. 398 WALTER WEAVER
57.0,85.0,69.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,2.88,17K399,P.S. 399 STANLEY EUGENE CLARK
46.0,100.0,93.0,3.59,3.93,3.86,3.92,3.46,17K408,ACADEMY OF HOSPITALITY AND TOURISM
75.0,60.0,91.61872699680755,3.39,4.02,3.46,4.06,3.12,17K484,RONALD EDMONDS LEARNING CENTER II
27.0,81.0,92.0,3.93,3.83,3.33,3.72,3.1,17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS
22.0,71.0,85.0,4.45,3.75,4.61,3.35,3.83,17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP
50.0,80.0,84.4555263852899,3.29,3.51,3.42,3.89,3.1,17K531,"SCHOOL FOR HUMAN RIGHTS, THE"
49.0,100.0,83.70183141966751,3.47,3.45,3.12,4.15,3.46,17K532,NEW BRIDGES ELEMENTARY
57.0,76.0,86.25684619403181,3.15,2.83,2.12,2.99,2.57,17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS
47.0,50.0,82.44693760082444,3.01,3.1,3.34,3.98,2.68,17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS
7.0,55.0,71.0,3.69,3.88,3.98,4.14,3.63,17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS"
37.0,41.0,78.23790062171574,1.95,2.12,2.19,2.74,2.4,17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW
58.0,94.0,83.85124088205328,3.81,3.45,2.71,3.62,4.28,17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT
36.0,76.0,99.0,2.69,3.16,3.09,3.5,3.26,17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE
52.0,73.0,86.10871849577842,3.28,3.08,3.47,3.59,2.74,17K568,BROWNSVILLE ACADEMY HIGH SCHOOL
31.0,45.0,72.53900738607794,3.46,3.52,3.23,4.1,3.98,17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL
61.0,81.0,89.40244137523922,2.88,3.06,3.24,3.33,2.85,17K600,CLARA BARTON HIGH SCHOOL
67.0,83.0,87.97383934310584,3.69,3.51,2.73,3.42,3.69,17K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL
58.0,70.0,86.06394786801582,3.09,3.55,3.37,3.84,3.31,17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL
30.0,77.0,89.0,3.8,3.48,3.68,3.22,3.65,17K722,NEW HEIGHTS MIDDLE SCHOOL
86.0,94.0,98.0,2.76,3.5,2.82,3.59,3.17,17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS
28.0,80.0,75.0,3.44,1.14,3.94,2.79,1.57,17K751,ACADEMY FOR HEALTH CAREERS
31.0,89.0,81.0,3.85,4.01,3.76,4.15,3.86,17K770,P.S. 770 NEW AMERICAN ACADEMY
47.0,84.0,79.0,3.06,3.01,2.04,3.31,2.86,18K066,P.S. 66
26.0,61.0,82.0,3.0,3.34,3.12,3.71,3.29,18K068,I.S. 068 ISAAC BILDERSEE
9.0,87.0,60.0,3.81,3.37,4.41,3.67,3.59,18K114,P.S. 114 RYDER ELEMENTARY
87.0,88.0,72.0,3.67,2.02,3.3,4.45,3.23,18K115,P.S. 115 DANIEL MUCATEL SCHOOL
35.0,100.0,87.0,3.91,4.01,3.69,3.09,3.27,18K135,P.S. 135 SHELDON A. BROOKNER
30.0,95.0,99.0,3.55,3.68,3.28,3.67,3.85,18K208,P.S. 208 ELSA EBELING
4.0,95.0,58.0,3.42,3.24,3.31,4.21,4.0,18K211,I.S. 211 JOHN WILSON
29.0,100.0,94.0,3.06,3.04,2.61,3.48,3.25,18K219,P.S. 219 KENNEDY-KING
23.0,72.0,92.0,3.37,3.66,3.8,4.59,3.83,18K233,P.S. 233 LANGSTON HUGHES
42.0,88.0,82.0,3.61,3.76,3.18,2.1,4.04,18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL
73.0,100.0,93.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.44,18K244,P.S. 244 RICHARD R. GREEN
26.0,95.0,88.0,2.9,3.09,3.53,2.9,2.28,18K268,P.S. 268 EMMA LAZARUS
18.0,95.0,65.0,4.51,4.28,4.41,4.25,4.23,18K272,P.S. 272 CURTIS ESTABROOK
40.0,100.0,98.0,3.9,4.49,4.49,4.03,4.29,18K276,P.S. 276 LOUIS MARSHALL
58.0,71.0,2.0,4.71,4.99,3.45,4.99,4.99,18K279,P.S. 279 HERMAN SCHREIBER
88.0,95.0,96.97120810196154,3.29,3.49,3.38,4.32,3.73,18K285,I.S. 285 MEYER LEVIN
82.0,100.0,96.29619075097906,3.88,3.92,4.05,4.15,3.75,18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL
100.0,100.0,100.0390100435668,4.84,4.9,4.49,4.57,4.76,18K563,IT TAKES A VILLAGE ACADEMY
84.0,96.0,99.0,4.39,4.26,3.53,4.4,4.17,18K566,BROOKLYN GENERATION SCHOOL
100.0,100.0,105.52296242024505,3.85,3.28,4.59,4.4,3.11,18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL
83.0,91.0,96.76424756720259,4.32,4.17,4.32,3.98,3.64,18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL
30.0,74.0,81.40670688729446,2.79,1.44,3.22,3.38,1.73,18K576,VICTORY COLLEGIATE HIGH SCHOOL
57.0,96.0,85.3537725611049,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.37,18K578,BROOKLYN BRIDGE ACADEMY
44.0,100.0,97.0,3.67,3.53,2.75,3.55,3.69,18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL
34.0,93.0,76.63608070787853,3.63,3.9,3.69,3.84,4.44,18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY
100.0,70.0,99.88630137905437,2.47,3.25,2.52,4.01,3.1,18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA
55.0,86.0,88.29453370840262,2.59,2.16,2.56,3.16,2.25,18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES
50.0,91.0,83.1923850452563,2.81,2.62,2.61,3.67,3.5,18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS
33.0,92.0,92.0,3.42,3.06,2.76,3.15,3.51,18K635,OLYMPUS ACADEMY
63.0,91.0,88.4734659810987,3.68,3.53,3.22,3.42,3.55,18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT
65.0,81.0,88.54598289319387,3.1,3.14,3.1,3.67,3.5,18K642,URBAN ACTION ACADEMY
46.0,48.0,82.42503205462829,3.45,3.4,3.92,3.89,2.9,18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL
59.0,93.0,91.0,2.84,3.43,3.36,2.65,3.22,18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY
77.0,83.0,89.98620864544095,3.7,3.74,2.84,3.84,4.23,18K922,SOUTH SHORE EDUCATIONAL COMPLEX YABC
95.0,100.0,103.75216746335894,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,2.51,19K007,P.S. 007 ABRAHAM LINCOLN
91.0,67.0,100.50599351317322,2.6,2.74,3.48,3.42,2.55,19K013,P.S. 013 ROBERTO CLEMENTE
84.0,93.0,96.2597056757738,2.85,2.77,2.37,4.1,2.79,19K065,P.S. 065
63.0,79.0,85.63185781162977,3.75,3.01,2.81,4.1,3.9,19K089,P.S. 089 CYPRESS HILLS
53.0,85.0,95.0,2.86,3.47,2.82,3.6,2.8,19K108,P.S. 108 SAL ABBRACCIAMENTO
14.0,84.0,74.0,3.22,3.45,3.48,4.08,3.12,19K149,P.S. 149 DANNY KAYE
45.0,49.0,86.0,4.09,4.27,3.71,4.01,4.08,19K158,P.S. 158 WARWICK
19.0,85.0,86.0,3.68,3.75,3.81,3.51,2.72,19K159,P.S. 159 ISAAC PITKIN
6.0,70.0,67.0,3.85,2.86,3.91,3.8,3.96,19K171,I.S. 171 ABRAHAM LINCOLN
98.0,92.0,92.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.14,19K190,P.S. 190 SHEFFIELD
82.0,71.0,89.0,4.19,4.45,3.55,3.55,3.28,19K202,P.S. 202 ERNEST S. JENKYNS
18.0,95.0,69.0,3.75,3.82,2.87,4.21,3.92,19K213,P.S. 213 NEW LOTS
32.0,93.0,81.0,3.18,3.18,2.73,3.56,3.84,19K214,P.S. 214 MICHAEL FRIEDSAM
